"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment"
""
"Q127","210mil","420mil","210mil","420mil","210mil","420mil","T","0",""
"Q128","210mil","490mil","210mil","490mil","210mil","490mil","T","0",""
"Q129","210mil","560mil","210mil","560mil","210mil","560mil","T","0",""
"Q130","210mil","630mil","210mil","630mil","210mil","630mil","T","0",""
"Q131","210mil","700mil","210mil","700mil","210mil","700mil","T","0",""
"Q132","210mil","770mil","210mil","770mil","210mil","770mil","T","0",""
"Q133","210mil","840mil","210mil","840mil","210mil","840mil","T","0",""
"Q134","210mil","910mil","210mil","910mil","210mil","910mil","T","0",""
"Q135","210mil","980mil","210mil","980mil","210mil","980mil","T","0",""
"Q136","210mil","1050mil","210mil","1050mil","210mil","1050mil","T","0",""
"Q137","210mil","1120mil","210mil","1120mil","210mil","1120mil","T","0",""
"Q138","210mil","1190mil","210mil","1190mil","210mil","1190mil","T","0",""
"Q139","210mil","1260mil","210mil","1260mil","210mil","1260mil","T","0",""
"Q140","210mil","1330mil","210mil","1330mil","210mil","1330mil","T","0",""
"Q141","210mil","1400mil","210mil","1400mil","210mil","1400mil","T","0",""
"Q142","210mil","1470mil","210mil","1470mil","210mil","1470mil","T","0",""
"Q143","210mil","1540mil","210mil","1540mil","210mil","1540mil","T","0",""
"Q144","210mil","1610mil","210mil","1610mil","210mil","1610mil","T","0",""
"Q145","210mil","1680mil","210mil","1680mil","210mil","1680mil","T","0",""
"Q146","210mil","1750mil","210mil","1750mil","210mil","1750mil","T","0",""
"Q147","210mil","1820mil","210mil","1820mil","210mil","1820mil","T","0",""
"Q148","210mil","1890mil","210mil","1890mil","210mil","1890mil","T","0",""
"Q149","210mil","1960mil","210mil","1960mil","210mil","1960mil","T","0",""
"Q150","210mil","2030mil","210mil","2030mil","210mil","2030mil","T","0",""
"Q151","210mil","2100mil","210mil","2100mil","210mil","2100mil","T","0",""
"Q152","210mil","2170mil","210mil","2170mil","210mil","2170mil","T","0",""
"Q153","210mil","2240mil","210mil","2240mil","210mil","2240mil","T","0",""
"Q154","210mil","2310mil","210mil","2310mil","210mil","2310mil","T","0",""
"Q155","210mil","2380mil","210mil","2380mil","210mil","2380mil","T","0",""
"Q156","210mil","2450mil","210mil","2450mil","210mil","2450mil","T","0",""
"Q157","210mil","2520mil","210mil","2520mil","210mil","2520mil","T","0",""
"Q158","210mil","2590mil","210mil","2590mil","210mil","2590mil","T","0",""
"Q159","210mil","2660mil","210mil","2660mil","210mil","2660mil","T","0",""
"Q160","210mil","2730mil","210mil","2730mil","210mil","2730mil","T","0",""
"Q161","280mil","0mil","280mil","0mil","280mil","0mil","T","0",""
"Q162","280mil","70mil","280mil","70mil","280mil","70mil","T","0",""
"Q163","280mil","140mil","280mil","140mil","280mil","140mil","T","0",""
"Q164","280mil","210mil","280mil","210mil","280mil","210mil","T","0",""
"Q165","280mil","280mil","280mil","280mil","280mil","280mil","T","0",""
"Q166","280mil","350mil","280mil","350mil","280mil","350mil","T","0",""
"Q167","280mil","420mil","280mil","420mil","280mil","420mil","T","0",""
"Q168","280mil","490mil","280mil","490mil","280mil","490mil","T","0",""
"Q169","280mil","560mil","280mil","560mil","280mil","560mil","T","0",""
"Q170","280mil","630mil","280mil","630mil","280mil","630mil","T","0",""
"Q171","280mil","700mil","280mil","700mil","280mil","700mil","T","0",""
"Q172","280mil","770mil","280mil","770mil","280mil","770mil","T","0",""
"Q173","280mil","840mil","280mil","840mil","280mil","840mil","T","0",""
"Q174","280mil","910mil","280mil","910mil","280mil","910mil","T","0",""
"Q175","280mil","980mil","280mil","980mil","280mil","980mil","T","0",""
"Q176","280mil","1050mil","280mil","1050mil","280mil","1050mil","T","0",""
"Q177","280mil","1120mil","280mil","1120mil","280mil","1120mil","T","0",""
"Q178","280mil","1190mil","280mil","1190mil","280mil","1190mil","T","0",""
"Q179","280mil","1260mil","280mil","1260mil","280mil","1260mil","T","0",""
"Q180","280mil","1330mil","280mil","1330mil","280mil","1330mil","T","0",""
"Q181","280mil","1400mil","280mil","1400mil","280mil","1400mil","T","0",""
"Q182","280mil","1470mil","280mil","1470mil","280mil","1470mil","T","0",""
"Q183","280mil","1540mil","280mil","1540mil","280mil","1540mil","T","0",""
"Q184","280mil","1610mil","280mil","1610mil","280mil","1610mil","T","0",""
"Q185","280mil","1680mil","280mil","1680mil","280mil","1680mil","T","0",""
"Q186","280mil","1750mil","280mil","1750mil","280mil","1750mil","T","0",""
"Q187","280mil","1820mil","280mil","1820mil","280mil","1820mil","T","0",""
"Q188","280mil","1890mil","280mil","1890mil","280mil","1890mil","T","0",""
"Q189","280mil","1960mil","280mil","1960mil","280mil","1960mil","T","0",""
"Q190","280mil","2030mil","280mil","2030mil","280mil","2030mil","T","0",""
"Q191","280mil","2100mil","280mil","2100mil","280mil","2100mil","T","0",""
"Q192","280mil","2170mil","280mil","2170mil","280mil","2170mil","T","0",""
"Q193","280mil","2240mil","280mil","2240mil","280mil","2240mil","T","0",""
"Q194","280mil","2310mil","280mil","2310mil","280mil","2310mil","T","0",""
"Q195","280mil","2380mil","280mil","2380mil","280mil","2380mil","T","0",""
"Q196","280mil","2450mil","280mil","2450mil","280mil","2450mil","T","0",""
"Q197","280mil","2520mil","280mil","2520mil","280mil","2520mil","T","0",""
"Q198","280mil","2590mil","280mil","2590mil","280mil","2590mil","T","0",""
"Q199","280mil","2660mil","280mil","2660mil","280mil","2660mil","T","0",""
"Q200","280mil","2730mil","280mil","2730mil","280mil","2730mil","T","0",""
"Q201","350mil","0mil","350mil","0mil","350mil","0mil","T","0",""
"Q202","350mil","70mil","350mil","70mil","350mil","70mil","T","0",""
"Q203","350mil","140mil","350mil","140mil","350mil","140mil","T","0",""
"Q204","350mil","210mil","350mil","210mil","350mil","210mil","T","0",""
"Q205","350mil","280mil","350mil","280mil","350mil","280mil","T","0",""
"Q206","350mil","350mil","350mil","350mil","350mil","350mil","T","0",""
"Q207","350mil","420mil","350mil","420mil","350mil","420mil","T","0",""
"Q208","350mil","490mil","350mil","490mil","350mil","490mil","T","0",""
"Q209","350mil","560mil","350mil","560mil","350mil","560mil","T","0",""
"Q210","350mil","630mil","350mil","630mil","350mil","630mil","T","0",""
"Q211","350mil","700mil","350mil","700mil","350mil","700mil","T","0",""
"Q212","350mil","770mil","350mil","770mil","350mil","770mil","T","0",""
"Q213","350mil","840mil","350mil","840mil","350mil","840mil","T","0",""
"Q214","350mil","910mil","350mil","910mil","350mil","910mil","T","0",""
"Q215","350mil","980mil","350mil","980mil","350mil","980mil","T","0",""
"Q216","350mil","1050mil","350mil","1050mil","350mil","1050mil","T","0",""
"Q217","350mil","1120mil","350mil","1120mil","350mil","1120mil","T","0",""
"Q218","350mil","1190mil","350mil","1190mil","350mil","1190mil","T","0",""
"Q219","350mil","1260mil","350mil","1260mil","350mil","1260mil","T","0",""
"Q220","350mil","1330mil","350mil","1330mil","350mil","1330mil","T","0",""
"Q221","350mil","1400mil","350mil","1400mil","350mil","1400mil","T","0",""
"Q222","350mil","1470mil","350mil","1470mil","350mil","1470mil","T","0",""
"Q223","350mil","1540mil","350mil","1540mil","350mil","1540mil","T","0",""
"Q224","350mil","1610mil","350mil","1610mil","350mil","1610mil","T","0",""
"Q225","350mil","1680mil","350mil","1680mil","350mil","1680mil","T","0",""
"Q226","350mil","1750mil","350mil","1750mil","350mil","1750mil","T","0",""
"Q227","350mil","1820mil","350mil","1820mil","350mil","1820mil","T","0",""
"Q228","350mil","1890mil","350mil","1890mil","350mil","1890mil","T","0",""
"Q229","350mil","1960mil","350mil","1960mil","350mil","1960mil","T","0",""
"Q230","350mil","2030mil","350mil","2030mil","350mil","2030mil","T","0",""
"Q231","350mil","2100mil","350mil","2100mil","350mil","2100mil","T","0",""
"Q232","350mil","2170mil","350mil","2170mil","350mil","2170mil","T","0",""
"Q233","350mil","2240mil","350mil","2240mil","350mil","2240mil","T","0",""
"Q234","350mil","2310mil","350mil","2310mil","350mil","2310mil","T","0",""
"Q235","350mil","2380mil","350mil","2380mil","350mil","2380mil","T","0",""
"Q236","350mil","2450mil","350mil","2450mil","350mil","2450mil","T","0",""
"Q237","350mil","2520mil","350mil","2520mil","350mil","2520mil","T","0",""
"Q238","350mil","2590mil","350mil","2590mil","350mil","2590mil","T","0",""
"Q239","350mil","2660mil","350mil","2660mil","350mil","2660mil","T","0",""
"Q240","350mil","2730mil","350mil","2730mil","350mil","2730mil","T","0",""
"Q241","420mil","0mil","420mil","0mil","420mil","0mil","T","0",""
"Q242","420mil","70mil","420mil","70mil","420mil","70mil","T","0",""
"Q243","420mil","140mil","420mil","140mil","420mil","140mil","T","0",""
"Q244","420mil","210mil","420mil","210mil","420mil","210mil","T","0",""
"Q245","420mil","280mil","420mil","280mil","420mil","280mil","T","0",""
"Q246","420mil","350mil","420mil","350mil","420mil","350mil","T","0",""
"Q247","420mil","420mil","420mil","420mil","420mil","420mil","T","0",""
"Q248","420mil","490mil","420mil","490mil","420mil","490mil","T","0",""
"Q249","420mil","560mil","420mil","560mil","420mil","560mil","T","0",""
"Q250","420mil","630mil","420mil","630mil","420mil","630mil","T","0",""
"Q251","420mil","700mil","420mil","700mil","420mil","700mil","T","0",""
"Q252","420mil","770mil","420mil","770mil","420mil","770mil","T","0",""
"Q253","420mil","840mil","420mil","840mil","420mil","840mil","T","0",""
"Q254","420mil","910mil","420mil","910mil","420mil","910mil","T","0",""
"Q255","420mil","980mil","420mil","980mil","420mil","980mil","T","0",""
"Q256","420mil","1050mil","420mil","1050mil","420mil","1050mil","T","0",""
"Q257","420mil","1120mil","420mil","1120mil","420mil","1120mil","T","0",""
"Q258","420mil","1190mil","420mil","1190mil","420mil","1190mil","T","0",""
"Q259","420mil","1260mil","420mil","1260mil","420mil","1260mil","T","0",""
"Q260","420mil","1330mil","420mil","1330mil","420mil","1330mil","T","0",""
"Q261","420mil","1400mil","420mil","1400mil","420mil","1400mil","T","0",""
"Q262","420mil","1470mil","420mil","1470mil","420mil","1470mil","T","0",""
"Q263","420mil","1540mil","420mil","1540mil","420mil","1540mil","T","0",""
"Q264","420mil","1610mil","420mil","1610mil","420mil","1610mil","T","0",""
"Q265","420mil","1680mil","420mil","1680mil","420mil","1680mil","T","0",""
"Q266","420mil","1750mil","420mil","1750mil","420mil","1750mil","T","0",""
"Q267","420mil","1820mil","420mil","1820mil","420mil","1820mil","T","0",""
"Q268","420mil","1890mil","420mil","1890mil","420mil","1890mil","T","0",""
"Q269","420mil","1960mil","420mil","1960mil","420mil","1960mil","T","0",""
"Q270","420mil","2030mil","420mil","2030mil","420mil","2030mil","T","0",""
"Q271","420mil","2100mil","420mil","2100mil","420mil","2100mil","T","0",""
"Q272","420mil","2170mil","420mil","2170mil","420mil","2170mil","T","0",""
"Q273","420mil","2240mil","420mil","2240mil","420mil","2240mil","T","0",""
"Q274","420mil","2310mil","420mil","2310mil","420mil","2310mil","T","0",""
"Q275","420mil","2380mil","420mil","2380mil","420mil","2380mil","T","0",""
"Q276","420mil","2450mil","420mil","2450mil","420mil","2450mil","T","0",""
"Q277","420mil","2520mil","420mil","2520mil","420mil","2520mil","T","0",""
"Q278","420mil","2590mil","420mil","2590mil","420mil","2590mil","T","0",""
"Q279","420mil","2660mil","420mil","2660mil","420mil","2660mil","T","0",""
"Q280","420mil","2730mil","420mil","2730mil","420mil","2730mil","T","0",""
"Q281","490mil","0mil","490mil","0mil","490mil","0mil","T","0",""
"Q282","490mil","70mil","490mil","70mil","490mil","70mil","T","0",""
"Q283","490mil","140mil","490mil","140mil","490mil","140mil","T","0",""
"Q284","490mil","210mil","490mil","210mil","490mil","210mil","T","0",""
"Q285","490mil","280mil","490mil","280mil","490mil","280mil","T","0",""
"Q286","490mil","350mil","490mil","350mil","490mil","350mil","T","0",""
"Q287","490mil","420mil","490mil","420mil","490mil","420mil","T","0",""
"Q288","490mil","490mil","490mil","490mil","490mil","490mil","T","0",""
"Q289","490mil","560mil","490mil","560mil","490mil","560mil","T","0",""
"Q290","490mil","630mil","490mil","630mil","490mil","630mil","T","0",""
"Q291","490mil","700mil","490mil","700mil","490mil","700mil","T","0",""
"Q292","490mil","770mil","490mil","770mil","490mil","770mil","T","0",""
"Q293","490mil","840mil","490mil","840mil","490mil","840mil","T","0",""
"Q294","490mil","910mil","490mil","910mil","490mil","910mil","T","0",""
"Q295","490mil","980mil","490mil","980mil","490mil","980mil","T","0",""
"Q296","490mil","1050mil","490mil","1050mil","490mil","1050mil","T","0",""
"Q297","490mil","1120mil","490mil","1120mil","490mil","1120mil","T","0",""
"Q298","490mil","1190mil","490mil","1190mil","490mil","1190mil","T","0",""
"Q299","490mil","1260mil","490mil","1260mil","490mil","1260mil","T","0",""
"Q300","490mil","1330mil","490mil","1330mil","490mil","1330mil","T","0",""
"Q301","490mil","1400mil","490mil","1400mil","490mil","1400mil","T","0",""
"Q302","490mil","1470mil","490mil","1470mil","490mil","1470mil","T","0",""
"Q303","490mil","1540mil","490mil","1540mil","490mil","1540mil","T","0",""
"Q304","490mil","1610mil","490mil","1610mil","490mil","1610mil","T","0",""
"Q305","490mil","1680mil","490mil","1680mil","490mil","1680mil","T","0",""
"Q306","490mil","1750mil","490mil","1750mil","490mil","1750mil","T","0",""
"Q307","490mil","1820mil","490mil","1820mil","490mil","1820mil","T","0",""
"Q308","490mil","1890mil","490mil","1890mil","490mil","1890mil","T","0",""
"Q309","490mil","1960mil","490mil","1960mil","490mil","1960mil","T","0",""
"Q310","490mil","2030mil","490mil","2030mil","490mil","2030mil","T","0",""
"Q311","490mil","2100mil","490mil","2100mil","490mil","2100mil","T","0",""
"Q312","490mil","2170mil","490mil","2170mil","490mil","2170mil","T","0",""
"Q313","490mil","2240mil","490mil","2240mil","490mil","2240mil","T","0",""
"Q314","490mil","2310mil","490mil","2310mil","490mil","2310mil","T","0",""
"Q315","490mil","2380mil","490mil","2380mil","490mil","2380mil","T","0",""
"Q316","490mil","2450mil","490mil","2450mil","490mil","2450mil","T","0",""
"Q317","490mil","2520mil","490mil","2520mil","490mil","2520mil","T","0",""
"Q318","490mil","2590mil","490mil","2590mil","490mil","2590mil","T","0",""
"Q319","490mil","2660mil","490mil","2660mil","490mil","2660mil","T","0",""
"Q320","490mil","2730mil","490mil","2730mil","490mil","2730mil","T","0",""
"Q321","560mil","0mil","560mil","0mil","560mil","0mil","T","0",""
"Q322","560mil","70mil","560mil","70mil","560mil","70mil","T","0",""
"Q323","560mil","140mil","560mil","140mil","560mil","140mil","T","0",""
"Q324","560mil","210mil","560mil","210mil","560mil","210mil","T","0",""
"Q325","560mil","280mil","560mil","280mil","560mil","280mil","T","0",""
"Q326","560mil","350mil","560mil","350mil","560mil","350mil","T","0",""
"Q327","560mil","420mil","560mil","420mil","560mil","420mil","T","0",""
"Q328","560mil","490mil","560mil","490mil","560mil","490mil","T","0",""
"Q329","560mil","560mil","560mil","560mil","560mil","560mil","T","0",""
"Q330","560mil","630mil","560mil","630mil","560mil","630mil","T","0",""
"Q331","560mil","700mil","560mil","700mil","560mil","700mil","T","0",""
"Q332","560mil","770mil","560mil","770mil","560mil","770mil","T","0",""
"Q333","560mil","840mil","560mil","840mil","560mil","840mil","T","0",""
"Q334","560mil","910mil","560mil","910mil","560mil","910mil","T","0",""
"Q335","560mil","980mil","560mil","980mil","560mil","980mil","T","0",""
"Q336","560mil","1050mil","560mil","1050mil","560mil","1050mil","T","0",""
"Q337","560mil","1120mil","560mil","1120mil","560mil","1120mil","T","0",""
"Q338","560mil","1190mil","560mil","1190mil","560mil","1190mil","T","0",""
"Q339","560mil","1260mil","560mil","1260mil","560mil","1260mil","T","0",""
"Q340","560mil","1330mil","560mil","1330mil","560mil","1330mil","T","0",""
"Q341","560mil","1400mil","560mil","1400mil","560mil","1400mil","T","0",""
"Q342","560mil","1470mil","560mil","1470mil","560mil","1470mil","T","0",""
"Q343","560mil","1540mil","560mil","1540mil","560mil","1540mil","T","0",""
"Q344","560mil","1610mil","560mil","1610mil","560mil","1610mil","T","0",""
"Q345","560mil","1680mil","560mil","1680mil","560mil","1680mil","T","0",""
"Q346","560mil","1750mil","560mil","1750mil","560mil","1750mil","T","0",""
"Q347","560mil","1820mil","560mil","1820mil","560mil","1820mil","T","0",""
"Q348","560mil","1890mil","560mil","1890mil","560mil","1890mil","T","0",""
"Q349","560mil","1960mil","560mil","1960mil","560mil","1960mil","T","0",""
"Q350","560mil","2030mil","560mil","2030mil","560mil","2030mil","T","0",""
"Q351","560mil","2100mil","560mil","2100mil","560mil","2100mil","T","0",""
"Q352","560mil","2170mil","560mil","2170mil","560mil","2170mil","T","0",""
"Q353","560mil","2240mil","560mil","2240mil","560mil","2240mil","T","0",""
"Q354","560mil","2310mil","560mil","2310mil","560mil","2310mil","T","0",""
"Q355","560mil","2380mil","560mil","2380mil","560mil","2380mil","T","0",""
"Q356","560mil","2450mil","560mil","2450mil","560mil","2450mil","T","0",""
"Q357","560mil","2520mil","560mil","2520mil","560mil","2520mil","T","0",""
"Q358","560mil","2590mil","560mil","2590mil","560mil","2590mil","T","0",""
"Q359","560mil","2660mil","560mil","2660mil","560mil","2660mil","T","0",""
"Q360","560mil","2730mil","560mil","2730mil","560mil","2730mil","T","0",""
"Q361","630mil","0mil","630mil","0mil","630mil","0mil","T","0",""
"Q362","630mil","70mil","630mil","70mil","630mil","70mil","T","0",""
"Q363","630mil","140mil","630mil","140mil","630mil","140mil","T","0",""
"Q364","630mil","210mil","630mil","210mil","630mil","210mil","T","0",""
"Q365","630mil","280mil","630mil","280mil","630mil","280mil","T","0",""
"Q366","630mil","350mil","630mil","350mil","630mil","350mil","T","0",""
"Q367","630mil","420mil","630mil","420mil","630mil","420mil","T","0",""
"Q368","630mil","490mil","630mil","490mil","630mil","490mil","T","0",""
"Q369","630mil","560mil","630mil","560mil","630mil","560mil","T","0",""
"Q370","630mil","630mil","630mil","630mil","630mil","630mil","T","0",""
"Q371","630mil","700mil","630mil","700mil","630mil","700mil","T","0",""
"Q372","630mil","770mil","630mil","770mil","630mil","770mil","T","0",""
"Q373","630mil","840mil","630mil","840mil","630mil","840mil","T","0",""
"Q374","630mil","910mil","630mil","910mil","630mil","910mil","T","0",""
"Q375","630mil","980mil","630mil","980mil","630mil","980mil","T","0",""
